abstract,"Abstract Land cover change (LCC) models aim to track spatiotemporal changes made in land cover. In most cases, LCC models contain uncertainties in their main components (i.e., input parameters and model structure). These uncertainties propagate through the modeling system, which generates uncertainties in the model outputs. The aim of this manuscript is to propose an approach to reduce uncertainty of LCC prediction models. The main objective of the proposed approach is to apply a sensitivity analysis method, based on belief function theory, to determine parameters and structures that have a high contribution in the variability of the predictions of the LCC model. Our approach is applied to four common LCC models (i.e., DINAMICA, SLEUTH, CA-MARKOV, and LCM). Results  show that uncertainty of the model parameters and structure has meaningful impacts on the final decisions of LCC models. Ignoring this uncertainty can lead to erroneous decision about land changes. Therefore, the presented approach is very useful to identify the most relevant uncertainty sources that need to be processed to improve the accuracy of LCC models. The applicability and effectiveness of the proposed approach are demonstrated through a case study based on the Cairo region. Results  show that 13% of the agriculture and 3.8% of the desert lands in 2014 would be converted to urban areas in 2025."
journal_title,Knowledge and Information Systems
article_title,GLEAM: a graph clustering framework based on potential game optimization for large-scale social networks
keyword,"['Social networks\xa0', 'Graph clustering\xa0', 'Potential game\xa0', 'Cosine similarity\xa0', 'Double-threshold procedure\xa0', 'Overlapping partition\xa0', 'Parallel\xa0']"
history,"['2018-06', '2017-09-25', '2016-09-05', '2017-06-20', '2017-08-20']"
abstract,"Abstract With the growing explosion of online social networks, the study of large-scale graph clustering has attracted considerable interest. Most of traditional methods view the graph clustering problem as an optimization problem based on a given objective function; however, there are few methodical theories for the emergence of clusters over real-life networks. In this paper, each actor in online social networks is viewed as a selfish player in a non-cooperative game. The strategy associated with each node is defined as the cluster membership vector, and each one’s incentive is to maximize its own social identity by adopting the most suitable strategy. The definition of utility function in our game model is inspired by the conformity psychology, which is defined as the weighted average of one’s social identity by participating different clusters. With this setting, the proposed game can well match a potential game. So that the cluster could be shaped by the actions of those closely interactive users who adopt the same strategy in a Nash equilibrium. To this end, we propose a novel Graph cLustering framework based on potEntial gAme optiMization (GLEAM) for parallel graph clustering. It first utilize the cosine similarity to weight each edge in the original network. Then, an initial partition, including a number of clusters dominated by those potential “leader nodes”, is created by a fast heuristic process. Third, a potential game-based weighted Modularity optimization is used to improve the initial partition. Finally, we introduce the notion of potentially attractive cluster, and then discover the overlapping partition of the graph using a simple double-threshold procedure. Three phases in GLEAM are carefully designed for parallel execution. Experiments on real-world networks analyze the convergence inside GLEAM, and demonstrate the high performance of GLEAM by comparing it with the state-of-the-art community detection approaches in the literature."
journal_title,Knowledge and Information Systems
article_title,Discovering topic structures of a temporally evolving document corpus
keyword,"['Data mining\xa0', 'Nonparametric\xa0', 'Bayesian\xa0', 'Autism\xa0', 'ASD\xa0', 'Metabolic syndrome\xa0']"
history,"['2018-06', '2017-08-10', '2015-12-25', '2017-05-28', '2017-08-01']"
abstract,"Abstract In this paper we describe a novel framework for the discovery of the topical content of a data corpus, and the tracking of its complex structural changes across the temporal dimension. In contrast to previous work our model does not impose a prior on the rate at which documents are added to the corpus nor does it adopt the Markovian assumption which overly restricts the type of changes that the model can capture. Our key technical contribution is a framework based on (i) discretization of time into epochs, (ii) epoch-wise topic discovery using a hierarchical Dirichlet process-based model, and (iii) a temporal similarity graph which allows for the modelling of complex topic changes: emergence and disappearance, evolution, splitting, and merging. The power of the proposed framework is demonstrated on two medical literature corpora concerned with the autism spectrum disorder (ASD) and the metabolic syndrome (MetS)—both increasingly important research subjects with significant social and healthcare consequences. In addition to the collected ASD and metabolic syndrome literature corpora which we made freely available, our contribution also includes an extensive empirical analysis of the proposed framework. We describe a detailed and careful examination of the effects that our algorithms’s free parameters have on its output and discuss the significance of the findings both in the context of the practical application of our algorithm as well as in the context of the existing body of work on temporal topic analysis. Our quantitative analysis is followed by several qualitative case studies highly relevant to the current research on ASD and MetS, on which our algorithm is shown to capture well the actual developments in these fields."
journal_title,Knowledge and Information Systems
article_title,Time series classification with feature covariance matrices
keyword,"['Time series classification\xa0', 'Time series representation\xa0', 'Feature covariance matrices\xa0']"
history,"['2018-06', '2017-09-09', '2017-01-18', '2017-04-18', '2017-09-01']"
abstract,"Abstract In this work, a novel approach utilizing feature covariance matrices is proposed for time series classification. In order to adapt the feature covariance matrices into time series classification problem, a feature vector is defined for each point in a time series. The feature vector comprises local and global information such as value, derivative, rank, deviation from the mean, the time index of the point and cumulative sum up to the point. Extracted feature vectors for the time instances are concatenated to construct feature matrices for the overlapping subsequences. Covariances of the feature matrices are used to describe the subsequences. Our main purpose in this work is to introduce and evaluate the feature covariance representation for time series classification. Therefore, in classification stage, firstly, 1-NN classifier is utilized. After showing the effectiveness of the representation with 1-NN classifier, the experiments are repeated with SVM classifier. The other novelty in this work is that a novel distance measure is introduced for time series by feature covariance matrix representation. Conducted experiments on UCR time series datasets show that the proposed method mostly outperforms the well-known methods such as DTW, shapelet transform and other state-of-the-art techniques."
journal_title,Knowledge and Information Systems
article_title,Dynamic argumentation in UbiGDSS
keyword,"['Argumentation\xa0', 'Automatic negotiation\xa0', 'Multi-agent systems\xa0', 'Group decision support systems\xa0', 'Ubiquitous computing\xa0']"
history,"['2018-06', '2017-08-17', '2016-10-16', '2017-06-17', '2017-07-28']"
abstract,"Abstract Supporting and representing the group decision-making process is a complex task that requires very specific aspects. The current existing argumentation models cannot make good use of all the advantages inherent to group decision-making. There is no monitoring of the process or the possibility to provide dynamism to it. These issues can compromise the success of group decision support systems if those systems are not able to provide freedom and all necessary mechanisms to the decision-maker. We investigate the use of argumentation in a completely new perspective that will allow for a mutual understanding between agents and decision-makers. Besides this, our proposal allows to define an agent not only according to the preferences of the decision-maker but also according to his interests towards the decision-making process. We show that our definition respects the requirements that are essential for groups to interact without limitations and that can take advantage of those interactions to create valuable knowledge to support more and better."
journal_title,Knowledge and Information Systems
article_title,Core techniques of question answering systems over knowledge bases: a survey
keyword,"['Question answering\xa0', 'QALD\xa0', 'WebQuestions\xa0', 'SimpleQuestions\xa0', 'Survey\xa0', 'Semantic Web\xa0', 'Knowledge base\xa0']"
history,"['2018-06', '2017-09-25', '2016-07-29', '2017-07-10', '2017-09-01']"
abstract,"Abstract The Semantic Web contains an enormous amount of information in the form of knowledge bases (KB). To make this information available, many question answering (QA) systems over KBs were created in the last years. Building a QA system over KBs is difficult because there are many different challenges to be solved. In order to address these challenges, QA systems generally combine techniques from natural language processing, information retrieval, machine learning and Semantic Web. The aim of this survey is to give an overview of the techniques used in current QA systems over KBs. We present the techniques used by the QA systems which were evaluated on a popular series of benchmarks: Question Answering over Linked Data. Techniques that solve the same task are first grouped together and then described. The advantages and disadvantages are discussed for each technique. This allows a direct comparison of similar techniques. Additionally, we point to techniques that are used over WebQuestions and SimpleQuestions, which are two other popular benchmarks for QA systems."
journal_title,Knowledge and Information Systems
article_title,Distributed robust Gaussian Process regression
keyword,"['Robust regression\xa0', 'Gaussian Process regression\xa0', None, 'Laplace Approximation\xa0', 'Distributed computation\xa0']"
history,"['2018-05', '2017-07-19', '2016-09-17', '2017-05-29', '2017-06-30']"
abstract,"Abstract We study distributed and robust Gaussian Processes where robustness is introduced by a Gaussian Process prior on the function values combined with a Student-t likelihood. The posterior distribution is approximated by a Laplace Approximation, and together with concepts from Bayesian Committee Machines, we efficiently distribute the computations and render robust GPs on huge data sets feasible. We provide a detailed derivation and report on empirical results. Our findings on real and artificial data show that our approach outperforms existing baselines in the presence of outliers by using all available data."
journal_title,Knowledge and Information Systems
article_title,Forgetting techniques for stream-based matrix factorization in recommender systems
keyword,"['Recommender systems\xa0', 'Forgetting techniques\xa0', 'Matrix factorization\xa0', 'Data stream mining\xa0', 'Machine learning\xa0']"
history,"['2018-05', '2017-08-04', '2016-07-21', '2017-07-04', '2017-07-28']"
abstract,"Abstract Forgetting is often considered a malfunction of intelligent agents; however, in a changing world forgetting has an essential advantage. It provides means of adaptation to changes by removing effects of obsolete (not necessarily old) information from models. This also applies to intelligent systems, such as recommender systems, which learn users’ preferences and predict future items of interest. In this work, we present unsupervised forgetting techniques that make recommender systems adapt to changes of users’ preferences over time. We propose eleven techniques that select obsolete information and three algorithms that enforce the forgetting in different ways. In our evaluation on real-world datasets, we show that forgetting obsolete information significantly improves predictive power of recommender systems."
journal_title,Knowledge and Information Systems
article_title,STEM: a suffix tree-based method for web data records extraction
keyword,"['Web data extraction\xa0', 'Suffix tree\xa0', 'HTML tag path\xa0', 'Data Record pattern\xa0']"
history,"['2018-05', '2017-05-09', '2016-04-15', '2017-03-10', '2017-04-29']"
abstract,"Abstract To automatically extract data records from Web pages, the data record extraction algorithm is required to be robust and efficient. However, most of existing algorithms are not robust enough to cope with rich information or noisy data. In this paper, we propose a novel suffix tree-based extraction method (STEM) for this challenging task. First, we extract a sequence of identifiers from the tag paths of Web pages. Then, a suffix tree is built on top of this sequence and four refining filters are proposed to screen out data regions that might not contain data records. To evaluate model performance, we define an evaluation metric called pattern similarity and perform rigorous experiments on five real data sets. The promising experimental results have demonstrated that the proposed STEM is superior to the state-of-the-art algorithms like MDR, TPC and CTVS with respect to precision, recall and pattern similarity. Moreover, the time complexity of STEM is linear to the total number of HTML tags contained in Web pages, which indicates the potential applicability of STEM in a wide range of Web-scale data record extraction applications."
journal_title,Knowledge and Information Systems
article_title,Pythagorean fuzzy mathematical programming method for multi-attribute group decision making with Pythagorean fuzzy truth degrees
keyword,"['Multi-attribute group decision making\xa0', 'Pythagorean fuzzy set\xa0', 'Cross-entropy\xa0', 'Fuzzy truth degrees\xa0']"
history,"['2018-05', '2017-07-11', '2017-01-12', '2017-06-10', '2017-06-30']"
abstract,"Abstract This paper develops a Pythagorean fuzzy (PF) mathematical programming method to solve multi-attribute group decision-making problems under PF environments. The main work is summarized as four aspects: (1) Considering the fuzziness and hesitancy in pairwise comparisons of alternatives, we firstly introduce PF sets to depict the fuzzy truth degrees of alternative comparisons. (2) According to the information entropy, individual subjective attribute weight vectors of decision makers (DMs) are calculated and integrated into a collective one by a cross-entropy optimization model. Then DMs’ weights are objectively derived from the collective subjective attribute weight vector. (3) PF group consistency and inconsistency indices are defined based on PF-positive ideal solution (PFPIS) and PF-negative ideal solution (PFNIS), respectively. To determine comprehensive attribute weights, a biobjective PF mathematical programming model is constructed through minimizing two inconsistency indices based on PFPIS and PFNIS simultaneously. A linear programming method is technically developed to solve this model. (4) Using the cross-entropy again, collective relative closeness degrees of alternatives are explicitly derived to rank the alternatives. Finally, an example of green supplier selection is analyzed to verify the effectiveness of the proposed method."
journal_title,Knowledge and Information Systems
article_title,On mining approximate and exact fault-tolerant frequent itemsets
keyword,"['Data mining\xa0', 'Mining methods and algorithms\xa0', 'Frequent itemsets\xa0', 'Fault tolerance\xa0', 'Approximate support count\xa0']"
history,"['2018-05', '2017-07-11', '2016-08-12', '2017-05-20', '2017-06-30']"
abstract,"Abstract Robust frequent itemset mining has attracted much attention due to the necessity to find frequent patterns from noisy data in many applications. In this paper, we focus on a variant of robust frequent itemsets in which a small amount of “faults” is allowed in each item and each supporting transaction. This problem is challenging since computing fault-tolerant support count is NP-hard and the anti-monotone property does not hold when the amount of allowable faults is proportional to the size of the itemset. We develop heuristic methods to solve an approximation version of the problem and propose speedup techniques for the exact problem. Experimental results show that our heuristic algorithms are substantially faster than the state-of-the-art exact algorithms while the error is acceptable. In addition, the proposed speedup techniques substantially improve the efficiency of the exact algorithms."
journal_title,Knowledge and Information Systems
article_title,Self-labeling techniques for semi-supervised time series classification: an empirical study
keyword,"['Semi-supervised classification\xa0', 'Self-labeled\xa0', 'Time series classification\xa0', 'Semi-supervised learning\xa0', 'Self-training\xa0']"
history,"['2018-05', '2017-08-08', '2016-05-19', '2017-07-14', '2017-07-28']"
abstract,"Abstract An increasing amount of unlabeled time series data available render the semi-supervised paradigm a suitable approach to tackle classification problems with a reduced quantity of labeled data. Self-labeled techniques stand out from semi-supervised classification methods due to their simplicity and the lack of strong assumptions about the distribution of the labeled and unlabeled data. This paper addresses the relevance of these techniques in the time series classification context by means of an empirical study that compares successful self-labeled methods in conjunction with various learning schemes and dissimilarity measures. Our experiments involve 35 time series datasets with different ratios of labeled data, aiming to measure the transductive and inductive classification capabilities of the self-labeled methods studied. The results show that the nearest-neighbor rule is a robust choice for the base classifier. In addition, the amending and multi-classifier self-labeled-based approaches reveal a promising attempt to perform semi-supervised classification in the time series context."
journal_title,Knowledge and Information Systems
article_title,Predicting high-risk students using Internet access logs
keyword,"['Educational data mining\xa0', 'Predicting student performance\xa0', 'Feature selection\xa0', 'Classification\xa0']"
history,"['2018-05', '2017-07-12', '2016-11-08', '2017-04-26', '2017-07-05']"
abstract,"Abstract Predicting student performance (PSP) is of great use from an educational perspective, especially for high-risk students who need timely help to complete their studies. Previous PSP studies construct prediction models mainly on data collected from questionnaires or some specific learning systems. Instead, students’ Internet access logs were used in this study to predict high-risk students. Since the raw data in log files are high-dimensional, complex and full of noise, several methods were proposed for the preprocessing of the data source. A high-dimensional feature selection framework is then designed to prepare features for the construction of a prediction model with good trade-off between computational efficiency and prediction performance. Experiments showed that the proposed prediction model can identify about 85% of high-risk students. Some online characteristics of high-risk students were also discovered, which might help student counselors and educational researchers better understand the relationship between students’ Internet use and their academic performance."
journal_title,Knowledge and Information Systems
article_title,Link prediction in evolving heterogeneous networks using the NARX neural networks
keyword,"['Heterogeneous social network analysis\xa0', 'Evolving networks\xa0', 'Node similarities\xa0', 'Link prediction\xa0', 'NARX\xa0']"
history,"['2018-05', '2017-07-11', '2016-07-29', '2017-05-29', '2017-06-13']"
abstract,"Abstract In this article, we propose a novel multivariate method for link prediction in evolving heterogeneous networks using a Nonlinear Autoregressive Neural Network with External Inputs (NARX). The proposed method combines (1) correlations between different link types; (2) the effects of different topological local and global similarity measures in different time periods; (3) nonlinear temporal evolution information; (4) the effects of the creation, preservation or removal of the links between the node pairs in consecutive time periods. We evaluate the performance of link prediction in terms of different AUC measures. Experiments on real networks demonstrate that the proposed multivariate method using NARX outperforms the previous temporal methods using univariate time series in different test cases."
journal_title,Knowledge and Information Systems
article_title,Estimating global opinions by keeping users from fraud in online review systems
keyword,"['Online review systems\xa0', 'Fraud\xa0', 'Opinions\xa0', 'Reputation\xa0', 'Incentives\xa0']"
history,"['2018-05', '2017-08-03', '2016-01-25', '2017-07-22', '2017-07-28']"
abstract,"Abstract In this work, we focus on online review systems, in which users provide opinions about a set of entities (movies, restaurants, etc.) based on their experiences and in turn can check what others prefer. These systems have been proved to be sensitive to fraud and have shown some shortcomings as a result of capturing opinions through numerical ratings. Thus, supported by recent work on the field, we tackle the problem of fraud in such systems by designing a mechanism based on pairwise comparisons, coupled with an incentive policy attempting to foster the collection of majority opinions over individual experiences. As a result, we propose a new mechanism called iPWRM (incentive-based PWRM), where users are persuaded to reply honestly to pairwise queries based on opinion polls. The idea is: (1) to give a positive reward when all users agree in their reviews; (2) to give a positive reward when a user agrees the majority’s choice; and finally, (3) to give a low incentive—possibly null—when user’s review does not match the majority. Therefore, it is able (1) to overcome the bias introduced into reputation rankings by fraud reviews in ORSs, as well as (2) to mitigate potential biased problems derived from the use of numerical ratings. We exhaustively test the performance of the mechanism by using two different well-known existing datasets Flixster and HetRec2011—real world datasets on movie reviews, aiming to test the performance of the mechanism as well as the effectiveness and efficiency of iPWRM when fraud comes into play."
journal_title,Knowledge and Information Systems
article_title,Comparing sighted and blind users task performance in responsive and non-responsive web design
keyword,"['Accessibility\xa0', 'Blind users\xa0', 'Usability\xa0', 'Responsive design\xa0']"
history,"['2018-04-05', '2016-08-08', '2017-08-16', '2018-03-29']"
abstract,"Abstract This article highlights the necessity to go beyond accessibility guidelines in interactive web design, and more specifically in new web trends, as well as the importance of investigations concerning universal web design usability for blind users. In this work, we compared the task performance of blind and sighted users in responsive and non-responsive web design. The results comparing task performance in responsive and non-responsive Web sites indicate that when responsive web design involves deep structures with fewer choices and more levels, it might be considered a design strategy that does not work well for both sighted and blind user populations, showing that a reasonable criterion that should be considered is to design Web sites with good usability for blind as well as sighted users."
journal_title,Knowledge and Information Systems
article_title,The largest empty circle with location constraints in spatial databases
keyword,"['Spatial databases\xa0', 'Query processing\xa0', 'Geographical information systems\xa0', 'Largest empty circle\xa0']"
history,"['2018-04', '2017-06-29', '2016-03-30', '2017-06-06', '2017-06-16']"
abstract,"Abstract Given a set S of points in the two-dimensional space, which are stored in a spatial database, this paper presents an efficient algorithm to find, in the area delimited by those points, the empty circle with the largest area that contains only a query point q. Our algorithm adapts previous work in the field of computational geometry to be used in spatial databases, which requires to manage large amounts of data. To achieve this objective, the basic idea is to discard a large part of the points of S, in such a way that the problem can be solved providing only the remaining points to a classical computational geometry algorithm that, by processing a smaller collection of points, saves main memory resources and computation time. The correctness of our algorithm is formally proven. In addition, we empirically show its efficiency and scalability by running a set of experiments using both synthetic and real data."
journal_title,Knowledge and Information Systems
article_title,An efficient path computing model for measuring semantic similarity using edge and density
keyword,"['Path computing model\xa0', 'Semantic similarity\xa0', 'Local density\xa0', 'WordNet\xa0', 'SNOMED-CT\xa0']"
history,"['2018-04', '2017-06-28', '2016-01-29', '2017-06-06', '2017-06-16']"
abstract,"Abstract The shortest path between two concepts in a taxonomic ontology is commonly used to represent the semantic distance between concepts in edge-based semantic similarity measures. In the past, edge counting, which is simple and intuitive and has low computational complexity, was considered the default method for path computation. However, a large lexical taxonomy, such as WordNet, has irregular link densities between concepts due to its broad domain, but edge counting-based path computation is powerless for this non-uniformity problem. In this paper, we advocate that the path computation can be separated from edge-based similarity measures and can form various general computing models. Therefore, to solve the problem of the non-uniformity of concept density in a large taxonomic ontology, we propose a new path computing model based on the compensation of local area density of concepts, which is equal to the number of direct hyponyms of the subsumers for concepts in the shortest path. This path model considers the local area density of concepts as an extension of the edge counting-based path according to the information theory. This model is a general path computing model and can be applied in various edge-based similarity approaches. The experimental results show that the proposed path model improves the average optimal correlation between edge-based measures and human judgments on the Miller and Charles benchmark for WordNet from less than 0.79 to more than 0.86, on the Pedersenet al. benchmark (average of both Physician and Coder) for SNOMED-CT from less than 0.75 to more than 0.82, and it has a large advantage in efficiency compared with information content computation in a dynamic ontology, thereby successfully improving the edge-based similarity measure as an excellent method with high performance and high efficiency."
journal_title,Knowledge and Information Systems
article_title,Exploiting reciprocity toward link prediction
keyword,"['Link prediction\xa0', 'Reciprocity\xa0', 'Link strength\xa0']"
history,"['2018-04', '2017-06-06', '2016-06-23', '2017-04-22', '2017-05-22']"
abstract,"Abstract This paper addresses link prediction problem in directed networks by exploiting reciprocative nature of human relationships. It first proposes a null model to present evidence that reciprocal links influence the process of “triad formation”. Motivated by this, reciprocal links are exploited to enhance link prediction performance in three ways: (a) a reciprocity-aware link weighting technique is proposed, and existing weighted link prediction methods are applied over the resultant weighted network; (b) new link prediction methods are proposed, which exploit reciprocity; and (c) existing and proposed methods are combined toward supervised prediction to enhance the prediction performance further. All experiments are carried out on two real directed network datasets."
journal_title,Knowledge and Information Systems
article_title,Simulated annealing-based immunodominance algorithm for multi-objective optimization problems
keyword,"['Multi-objective optimization\xa0', 'Simulated annealing\xa0', 'Artificial immune system\xa0', 'Immunodominance\xa0', 'Knapsack problem\xa0']"
history,"['2018-04', '2017-05-25', '2016-04-15', '2017-04-22', '2017-05-04']"
abstract,"Abstract Based on the simulated annealing strategy and immunodominance in the artificial immune system, a simulated annealing-based immunodominance algorithm (SAIA) for multi-objective optimization (MOO) is proposed in this paper. In SAIA, all immunodominant antibodies are divided into two classes: the active antibodies and the hibernate antibodies at each temperature. Clonal proliferation and recombination are employed to enhance local search on those active antibodies while the hibernate antibodies have no function, but they could become active during the following temperature. Thus, all antibodies in the search space can be exploited effectively and sufficiently. Simulated annealing-based adaptive hypermutation, population pruning, and simulated annealing selection are proposed in SAIA to evolve and obtain a set of antibodies as the trade-off solutions. Complexity analysis of SAIA is also provided. The performance comparison of SAIA with some state-of-the-art MOO algorithms in solving 14 well-known multi-objective optimization problems (MOPs) including four many objectives test problems and twelve multi-objective 0/1 knapsack problems shows that SAIA is superior in converging to approximate Pareto front with a standout distribution."
journal_title,Knowledge and Information Systems
article_title,Learning patterns for discovering domain-oriented opinion words
keyword,[]
history,"['2018-04', '2017-06-14', '2016-05-23', '2017-04-29', '2017-05-29']"
abstract,"Abstract Sentiment analysis is a challenging task that attracted increasing interest during the last years. The availability of online data along with the business interest to keep up with consumer feedback generates a constant demand for online analysis of user-generated content. A key role to this task plays the utilization of domain-specific lexicons of opinion words that enables algorithms to classify short snippets of text into sentiment classes (positive, negative). This process is known as dictionary-based sentiment analysis. The related work tends to solve this lexicon identification problem by either exploiting a corpus and a thesaurus or by manually defining a set of patterns that will extract opinion words. In this work, we propose an unsupervised approach for discovering patterns that will extract domain-specific dictionary. Our approach (DidaxTo) utilizes opinion modifiers, sentiment consistency theories, polarity assignment graphs and pattern similarity metrics. The outcome is compared against lexicons extracted by the state-of-the-art approaches on a sentiment analysis task. Experiments on user reviews coming from a diverse set of products demonstrate the utility of the proposed method. An implementation of the proposed approach in an easy to use application for extracting opinion words from any domain and evaluate their quality is also presented."
journal_title,Knowledge and Information Systems
article_title,Modeling recurring concepts in data streams: a graph-based framework
keyword,"['Pool management\xa0', 'Recurring concepts\xa0', 'Concept drift\xa0', 'Data stream classification\xa0']"
history,"['2018-04', '2017-06-12', '2016-10-24', '2017-04-17', '2017-05-27']"
abstract,"Abstract Classifying a stream of non-stationary data with recurrent drift is a challenging task and has been considered as an interesting problem in recent years. All of the existing approaches handling recurrent concepts maintain a pool of concepts/classifiers and use that pool for future classifications to reduce the error on classifying the instances from a recurring concept. However, the number of classifiers in the pool usually grows very fast as the accurate detection of an underlying concept is a challenging task in itself. Thus, there may be many concepts in the pool representing the same underlying concept. This paper proposes the GraphPool framework that refines the pool of concepts by applying a merging mechanism whenever necessary: after receiving a new batch of data, we extract a concept representation from the current batch considering the correlation among features. Then, we compare the current batch representation to the concept representations in the pool using a statistical multivariate likelihood test. If more than one concept is similar to the current batch, all the corresponding concepts will be merged. GraphPool not only keeps the concepts but also maintains the transition among concepts via a first-order Markov chain. The current state is maintained at all times and new instances are predicted based on that. Keeping these transitions helps to quickly recover from drifts in some real-world problems with periodic behavior. Comprehensive experimental results of the framework on synthetic and real-world data show the effectiveness of the framework in terms of performance and pool management."
journal_title,Knowledge and Information Systems
article_title,Active instance matching with pairwise constraints and its application to Chinese knowledge base construction
keyword,"['Instance matching\xa0', 'Active clustering\xa0', 'Pairwise constraint\xa0', 'Knowledge base\xa0']"
history,"['2018-04', '2017-06-30', '2016-05-30', '2017-05-28', '2017-06-16']"
abstract,"Abstract Instance matching is the problem of determining whether two instances describe the same real-world entity or not. Instance matching plays a key role in data integration and data cleansing, especially for building a knowledge base. For example, we can regard each article in encyclopedias as an instance, and a group of articles which refers to the same real-world object as an entity. Therefore, articles about Washington should be distinguished and grouped into different entities such as Washington, D.C (the capital of the USA), George Washington (first president of the USA), Washington (a state of the USA), Washington (a village in West Sussex, England), Washington F.C. (a football club based in Washington, Tyne and Wear, England), Washington, D.C. (a novel). In this paper, we proposed a novel instance matching approach Active Instance Matching with Pairwise Constraints, which can bring the human into the loop of instance matching. The proposed approach can generate candidate pairs in advance to reduce the computational complexity, and then iteratively select the most informative pairs according to the uncertainty, influence, connectivity and diversity of pairs. We evaluated our approach one two publicly available datasets AMINER and WIDE-NUS and then applied our approach to the two large-scale real-world datasets, Baidu Baike and Hudong Baike, to build a Chinese knowledge base. The experiments and practice illustrate the effectiveness of our approach."
journal_title,Knowledge and Information Systems
article_title,Artificial bee colony-based support vector machines with feature selection and parameter optimization for rule extraction
keyword,"['Support vector machines\xa0', 'Artificial bee colony optimization algorithm\xa0', 'Decision tree\xa0', 'Classification\xa0', 'Rule extraction\xa0', 'Feature selection\xa0', 'Parameter optimization\xa0']"
history,"['2018-04', '2017-07-08', '2016-02-13', '2017-06-10', '2017-06-30']"
